ID;Title;DOI;DOI link;original CES;CES ;IPBES categories;Codigo IPBES;Definition;well defined
45;Understanding different cultural ecosystem services: An exploration of rural landscape preferences based on geographic and social media data;10.1016/j.jenvman.2022.115487;10.1016/j.jenvman.2022.115487;Rural landscapes* Inspirational aspects;Spiritual significance;Supporting identities;17;Rural landscapes provide people with a wide range of cultural ecosystem services (CESs), such as recreation, science and education, cultural heritage and aesthetic function. The aim of this study is to assess the dominant rural landscape characteristics of different CESs from physical, experiential, intellectual and inspirational aspects. ;no
5;Assessing grassland cultural ecosystem services supply and demand for promoting the sustainable realization of grassland cultural values;10.1016/j.scitotenv.2023.169255;10.1016/j.scitotenv.2023.169255;Grassland recuperation;Maintenance of options;Maintenance of options;18;Grassland recuperation value  provides leisure, connecting visitors with nature, relieving stress, enhancing health, and offering cultural enrichment. It deepens appreciation for nomadic culture and provides a holistic wellness experience for those seeking respite from the fast-paced world.;yes
5;Assessing grassland cultural ecosystem services supply and demand for promoting the sustainable realization of grassland cultural values;10.1016/j.scitotenv.2023.169255;10.1016/j.scitotenv.2023.169255;Scenic travel;Enjoy the landscape;Physical and psychological experiences;16;Encompasses tourism experiences and recreational enjoyment derived from a region's natural ecology and cultural elements through tourism industry development;yes
5;Assessing grassland cultural ecosystem services supply and demand for promoting the sustainable realization of grassland cultural values;10.1016/j.scitotenv.2023.169255;10.1016/j.scitotenv.2023.169255;Science education history*;Environmental education;Learning and inspiration;15;Science-education-history value  integrates local customs, folklore, and folk culture into literary and artistic works while supplying creative material for popularizing traditional nomadic culture and supporting nomadic cultural experiences, typified by the Yuan Shangdu Site. ;no
5;Assessing grassland cultural ecosystem services supply and demand for promoting the sustainable realization of grassland cultural values;10.1016/j.scitotenv.2023.169255;10.1016/j.scitotenv.2023.169255;Science education history*;Cultural heritage;Supporting identities;17;Science-education-history value  integrates local customs, folklore, and folk culture into literary and artistic works while supplying creative material for popularizing traditional nomadic culture and supporting nomadic cultural experiences, typified by the Yuan Shangdu Site. ;no
5;Assessing grassland cultural ecosystem services supply and demand for promoting the sustainable realization of grassland cultural values;10.1016/j.scitotenv.2023.169255;10.1016/j.scitotenv.2023.169255;Spiritual belief;Spiritual significance;Supporting identities;17;Spiritual belief value fulfills spiritual needs via religious practices, fostering personal growth, exemplified by Wusutu Temple and Zhaohua Temple. ;yes
1;A New Approach to Mapping Cultural Ecosystem Services;10.3390/environments8060056;10.3390/environments8060056;Tourism attraction;Recreation;Physical and psychological experiences;16;The density of the nature photographs of a particular spot can be considered a sign of public interest in the area related to the cultural and recreational ecosystem heritage. Can offer a wide choice of recreational opportunities in beautiful landscapes and beautiful beaches that attract residents and visitor;yes
38;Snapshots of Nature-Based Recreation Across Rural Landscapes: Insights from Geotagged Photographs in the Northeastern United States;10.1007/s00267-022-01728-2;10.1007/s00267-022-01728-2;Nature-based recreation*;Enjoy the landscape;Physical and psychological experiences;16;Some examples: Most images (59.6%) were thematically categorized in a large cluster that primarily consisted of natural landscape content (i.e., “scenery”). Other key themes include people (10.7%), biota (7.7%), structures (7.5%), and transport (7.3%). Less common image themes included aquatic recreation (2.5%), food and dining (1.8%), sports (1.1%), dogs (1.1%), arts (0.5%), and equestrian activities (0.2%);no
38;Snapshots of Nature-Based Recreation Across Rural Landscapes: Insights from Geotagged Photographs in the Northeastern United States;10.1007/s00267-022-01728-2;10.1007/s00267-022-01728-2;Nature-based recreation*;Enjoy the fauna and flora;Physical and psychological experiences;16;Some examples: Most images (59.6%) were thematically categorized in a large cluster that primarily consisted of natural landscape content (i.e., “scenery”). Other key themes include people (10.7%), biota (7.7%), structures (7.5%), and transport (7.3%). Less common image themes included aquatic recreation (2.5%), food and dining (1.8%), sports (1.1%), dogs (1.1%), arts (0.5%), and equestrian activities (0.2%);no
38;Snapshots of Nature-Based Recreation Across Rural Landscapes: Insights from Geotagged Photographs in the Northeastern United States;10.1007/s00267-022-01728-2;10.1007/s00267-022-01728-2;Nature-based recreation*;Cultural heritage;Supporting identities;17;Some examples: Most images (59.6%) were thematically categorized in a large cluster that primarily consisted of natural landscape content (i.e., “scenery”). Other key themes include people (10.7%), biota (7.7%), structures (7.5%), and transport (7.3%). Less common image themes included aquatic recreation (2.5%), food and dining (1.8%), sports (1.1%), dogs (1.1%), arts (0.5%), and equestrian activities (0.2%);no
7;Assessment of spatial variability of multiple ecosystem services in grasslands of different intensities;10.1016/j.jenvman.2019.109372;10.1016/j.jenvman.2019.109372;Outdoor recreation;Enjoy the landscape;Physical and psychological experiences;16;Photos taken in grassland area;yes
31;POIs-based public preferences mapping on imbalanced supply-demand of recreation services can support sustainable coastal beach management;10.3389/fmars.2024.1288112;10.3389/fmars.2024.1288112;beach recreation services*;Recreation;Physical and psychological experiences;16;"Coastal beaches, which cover more than one-third of the global coastline (Steven et al., 2020), provide health-related benefits such as recreation and leisure, as well as an abundance of amenities and aesthetic beauty (van den Bosch and Ode Sang, 2017; Huynh et al., 2022). Beach recreation not only directly enhances physical and mental health and improves the quality of life (Bratman et al., 2019; Subiza-Pérez et al., 2020) but also represents a significant pillar of the economy in many coastal states (Defeo et al., 2021). ";yes
31;POIs-based public preferences mapping on imbalanced supply-demand of recreation services can support sustainable coastal beach management;10.3389/fmars.2024.1288112;10.3389/fmars.2024.1288112;beach recreation services*;Enjoy the landscape;Physical and psychological experiences;16;"Coastal beaches, which cover more than one-third of the global coastline (Steven et al., 2020), provide health-related benefits such as recreation and leisure, as well as an abundance of amenities and aesthetic beauty (van den Bosch and Ode Sang, 2017; Huynh et al., 2022). Beach recreation not only directly enhances physical and mental health and improves the quality of life (Bratman et al., 2019; Subiza-Pérez et al., 2020) but also represents a significant pillar of the economy in many coastal states (Defeo et al., 2021). ";yes
28;Mapping and modeling the impact of climate change on recreational ecosystem services using machine learning and big data;10.1088/1748-9326/ac65a3;10.1088/1748-9326/ac65a3;recreational ecosystem service;Recreation;Physical and psychological experiences;16;Recreational activaties include boating/fishing, RVing, biking, climbing, hiking, and hunting.;yes
22;Exploring the Influencing Factors of the Recreational Utilization and Evaluation of Urban Ecological Protection Green Belts for Urban Renewal: A Case Study in Shanghai;10.3390/ijerph181910244;10.3390/ijerph181910244;recreation;Recreation;Physical and psychological experiences;16;Recreational utilization, which is an essential function of urban green space, relies on natural and human resources as well as other attractions as carriers to provide residents with the function of achieving physical and mental rest within a certain travel time or distance;yes
20;Earth observation and social media: Evaluating the spatiotemporal contribution of non-native trees to cultural ecosystem services;10.1016/j.rse.2019.05.012;10.1016/j.rse.2019.05.012;Landscape aesthetics;Enjoy the landscape;Physical and psychological experiences;16;Pictures showing wide views of an area, with visible horizon;yes
20;Earth observation and social media: Evaluating the spatiotemporal contribution of non-native trees to cultural ecosystem services;10.1016/j.rse.2019.05.012;10.1016/j.rse.2019.05.012;Nature recreation;Enjoy the fauna and flora;Physical and psychological experiences;16;Trees or parts of trees (e.g. flowers or leaves) as main subject;yes
3;An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;10.3390/land13020125;experiential CES*;Enjoy the landscape;Physical and psychological experiences;16;Feelings provided by the aesthetic characteristic of natural and semi-natural landscapes and their biological and non-biological elements. Examples: Comments containing descriptions of the landscape and beauty (e.g., mountain and river).;no
3;An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;10.3390/land13020125;experiential CES*;Enjoy the fauna and flora;Physical and psychological experiences;16;Feelings provided by the aesthetic characteristic of natural and semi-natural landscapes and their biological and non-biological elements. Examples: Comments containing descriptions of the landscape and beauty (e.g., mountain and river).;no
3;An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;10.3390/land13020125;inspirational CES Spiritual and religious*;Psychological experiences;Physical and psychological experiences;16;Landscapes, ecosystems and their elements that have religious or spiritual purposes. Examples: Comments containing temples and religious attractions (e.g., churches, burning incense and worshiping buddha).;no
3;An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;10.3390/land13020125;inspirational CES Inspiration*;Psychological experiences;Physical and psychological experiences;16;Landscapes, ecosystems and their elements used in art architecture, advertising, local symbols, and folklore. Examples: Comments containing attractions with art publicity and local symbols (e.g., art gallery and music);no
3;An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;10.3390/land13020125;inspirational CES Inspiration*;Artistic inspiration;Learning and inspiration;15;Landscapes, ecosystems and their elements used in art architecture, advertising, local symbols, and folklore. Examples: Comments containing attractions with art publicity and local symbols (e.g., art gallery and music);no
3;An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;10.3390/land13020125;intellectual CES Scientific and educational*;Research;Learning and inspiration;15;Research or educational activities conducted through the natural environment of the ecosystem and its biological and non-biological components. Examples: Comments containing attractions for educational training or research activities, (e.g., educational bases).;no
3;An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;10.3390/land13020125;intellectual CES Scientific and educational*;Environmental education;Learning and inspiration;15;Research or educational activities conducted through the natural environment of the ecosystem and its biological and non-biological components. Examples: Comments containing attractions for educational training or research activities, (e.g., educational bases).;no
3;An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;10.3390/land13020125;intellectual CES Cultural heritage and identity*;Enjoy the landscape;Physical and psychological experiences;16;Value of the landscape, species or location to the local heritage and cultural heritage. Examples: Comments containing cultural heritage or intangible cultural heritage (e.g., traditional buildings, local culture, cultural landscape and traditional practices).;no
3;An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;10.3390/land13020125;intellectual CES Cultural heritage and identity*;Enjoy the fauna and flora;Physical and psychological experiences;16;Value of the landscape, species or location to the local heritage and cultural heritage. Examples: Comments containing cultural heritage or intangible cultural heritage (e.g., traditional buildings, local culture, cultural landscape and traditional practices).;no
3;An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;10.3390/land13020125;intellectual CES Cultural heritage and identity*;Cultural heritage;Supporting identities;17;Value of the landscape, species or location to the local heritage and cultural heritage. Examples: Comments containing cultural heritage or intangible cultural heritage (e.g., traditional buildings, local culture, cultural landscape and traditional practices).;no
3;An Interpretation of Landscape Preferences Based on Geographic and Social Media Data to Understand Different Cultural Ecosystem Services;10.3390/land13020125;10.3390/land13020125;physical CES;Recreation;Physical and psychological experiences;16;Resources provided for recreational activities in the ecosystem (its biological and non-biological elements). Examples: Comments containing attractions for recreational activities (e.g., mountain climbing skiing and rafting).;yes
9;Can We Foresee Landscape Interest? Maximum Entropy Applied to Social Media Photographs: A Case Study in Madrid;10.3390/land11050715;10.3390/land11050715;Cultural activities;Cultural heritage;Supporting identities;17;Presence of museums, monuments, food or typical products.;yes
9;Can We Foresee Landscape Interest? Maximum Entropy Applied to Social Media Photographs: A Case Study in Madrid;10.3390/land11050715;10.3390/land11050715;Recreational activities;Recreation;Physical and psychological experiences;16;Presence of people engaged in sports or walking activities;yes
43;The Geographic Spread and Preferences of Tourists Revealed by User-Generated Information on Jeju Island, South Korea;10.3390/land8050073;10.3390/land8050073;recreation and tourism;Recreation;Physical and psychological experiences;16;INVEST definition: Recreation and tourism are important components of many national and local economies and they contribute in innumerable ways to quality of life, sense of place, social connection, physical wellbeing, learning, and other intangibles. ;yes
34;Recreation and environmental quality of tropical wetlands: A social media based spatial analysis;10.1016/j.tourman.2018.10.018;10.1016/j.tourman.2018.10.018;recreation;Recreation;Physical and psychological experiences;16;Photographs taken at wetland sites were extracted if located within a 60?m buffer measured outwards from the wetland boundaries in order to account for photographs taken on the shores or banks of wetlands.;yes
30;Modelling cultural ecosystem services in agricultural dykelands and tidal wetlands to inform coastal infrastructure decisions: A social media data approach;10.1016/j.marpol.2023.105533;10.1016/j.marpol.2023.105533;Aesthetics;Enjoy the landscape;Physical and psychological experiences;16;Many people appreciate the beauty or aesthetic value of various aspects of ecosystems, as evidenced by support for parks, scenic drives, and housing location selection.;yes
30;Modelling cultural ecosystem services in agricultural dykelands and tidal wetlands to inform coastal infrastructure decisions: A social media data approach;10.1016/j.marpol.2023.105533;10.1016/j.marpol.2023.105533;Cultural heritage/diversity;Cultural heritage;Supporting identities;17;"Many societies value the preservation of historically significant landscapes (""cultural landscapes"") or culturally significant species.";yes
30;Modelling cultural ecosystem services in agricultural dykelands and tidal wetlands to inform coastal infrastructure decisions: A social media data approach;10.1016/j.marpol.2023.105533;10.1016/j.marpol.2023.105533;Education and knowledge systems;Environmental education;Learning and inspiration;15;In many societies, ecosystems and their components and processes serve as the foundation for both formal and informal education, and they influence the types of knowledge systems developed by different cultures.;yes
30;Modelling cultural ecosystem services in agricultural dykelands and tidal wetlands to inform coastal infrastructure decisions: A social media data approach;10.1016/j.marpol.2023.105533;10.1016/j.marpol.2023.105533;Inspiration and art*;Psychological experiences;Physical and psychological experiences;16;Ecosystems are a rich source of inspiration for art (photographs, art structures, etc.), folklore, national symbols, architecture, and advertising.;no
30;Modelling cultural ecosystem services in agricultural dykelands and tidal wetlands to inform coastal infrastructure decisions: A social media data approach;10.1016/j.marpol.2023.105533;10.1016/j.marpol.2023.105533;Inspiration and art*;Artistic inspiration;Learning and inspiration;15;Ecosystems are a rich source of inspiration for art (photographs, art structures, etc.), folklore, national symbols, architecture, and advertising.;no
30;Modelling cultural ecosystem services in agricultural dykelands and tidal wetlands to inform coastal infrastructure decisions: A social media data approach;10.1016/j.marpol.2023.105533;10.1016/j.marpol.2023.105533;Recreation and tourism;Recreation;Physical and psychological experiences;16;People frequently base their leisure activities on the characteristics of natural or cultivated landscapes in a given area.;yes
30;Modelling cultural ecosystem services in agricultural dykelands and tidal wetlands to inform coastal infrastructure decisions: A social media data approach;10.1016/j.marpol.2023.105533;10.1016/j.marpol.2023.105533;Sense of place and terroir;Sense of belonging;Supporting identities;17;"Many people value the ""sense of place"" associated with recognised features of their environment, including aspects of the ecosystem; these features represent a strong identity for people, such as their home or memories associated with a place. Place, including specific soil, topography, climate, landscape characteristics and biodiversity features, and human factors contribute to terroir.";yes
30;Modelling cultural ecosystem services in agricultural dykelands and tidal wetlands to inform coastal infrastructure decisions: A social media data approach;10.1016/j.marpol.2023.105533;10.1016/j.marpol.2023.105533;Social relations and relational values;Social relations;Supporting identities;17;Ecosystems have an impact on the types of social relationships that emerge in different cultures. Fishing societies, for example, differ in many ways from nomadic herding or agricultural societies in terms of social relations.;yes
30;Modelling cultural ecosystem services in agricultural dykelands and tidal wetlands to inform coastal infrastructure decisions: A social media data approach;10.1016/j.marpol.2023.105533;10.1016/j.marpol.2023.105533;Spiritual;Spiritual significance;Supporting identities;17;Many religions attribute spiritual and religious significance to ecosystems or their components.;yes
8;Big data and evaluation of cultural ecosystem services: an analysis based on geotagged photographs from social media in Tuscan forest (Italy);10.3832/ifor2821-011;10.3832/ifor2821-011;Aesthetic appreciation of forest;Enjoy the landscape;Physical and psychological experiences;16;The  pictures  con-taining  tags  relevant  to  forest  depiction(e.g.,   wood,   forest,   tree  and   other  syn-onyms and related words) ;yes
46;Understanding the dynamic changes in wetland cultural ecosystem services: Integrating annual social media data into the SolVES;10.1016/j.apgeog.2023.102992;10.1016/j.apgeog.2023.102992;aesthetic value*;Enjoy the landscape;Physical and psychological experiences;16;I cherish this aspect because I love to see the landscape, hear the sounds of nature, and smell the fragrance of nature. Examples:  Seasonal and colour phases of plant landscapes, Richness of the water body landscape, Beautiful facilities and architecture;no
46;Understanding the dynamic changes in wetland cultural ecosystem services: Integrating annual social media data into the SolVES;10.1016/j.apgeog.2023.102992;10.1016/j.apgeog.2023.102992;aesthetic value*;Enjoy the fauna and flora;Physical and psychological experiences;16;I cherish this aspect because I love to see the landscape, hear the sounds of nature, and smell the fragrance of nature. Examples:  Seasonal and colour phases of plant landscapes, Richness of the water body landscape, Beautiful facilities and architecture;no
46;Understanding the dynamic changes in wetland cultural ecosystem services: Integrating annual social media data into the SolVES;10.1016/j.apgeog.2023.102992;10.1016/j.apgeog.2023.102992;historic value;Cultural heritage;Supporting identities;17;I cherish this aspect because it is a historic heritage of both nature and people that is important to me, to other people, and to my nation. Examples:  Historic sites, Local traditional cultural resources;yes
46;Understanding the dynamic changes in wetland cultural ecosystem services: Integrating annual social media data into the SolVES;10.1016/j.apgeog.2023.102992;10.1016/j.apgeog.2023.102992;recreational value*;Recreation;Physical and psychological experiences;16;I cherish this aspect because it offers a variety of places and opportunities for outdoor recreation. Examples: Recreational activities in the environment (e.g. walking, crabbing, boating, fishing, playing), Artistic creation in the environment (e.g. painting, dancing, playing instruments, singing);no
46;Understanding the dynamic changes in wetland cultural ecosystem services: Integrating annual social media data into the SolVES;10.1016/j.apgeog.2023.102992;10.1016/j.apgeog.2023.102992;recreational value*;Artistic inspiration;Learning and inspiration;15;I cherish this aspect because it offers a variety of places and opportunities for outdoor recreation. Examples: Recreational activities in the environment (e.g. walking, crabbing, boating, fishing, playing), Artistic creation in the environment (e.g. painting, dancing, playing instruments, singing);no
18;Digital footprints: Incorporating crowdsourced geographic information for protected area management;10.1016/j.apgeog.2017.11.004;10.1016/j.apgeog.2017.11.004;Human visitation and distribution;Recreation;Physical and psychological experiences;16;NOT clear;does not provide definition
23;Geodiversity Supports Cultural Ecosystem Services: an Assessment Using Social Media;10.1007/s12371-022-00665-0;10.1007/s12371-022-00665-0;Recreation;Recreation;Physical and psychological experiences;16;Our image search was limited to any georeferenced images falling within Wales, and containing a given keyword in the images title, tags or description. To ensure that all images of hiking were captured our keyword search included synonyms of hiking: “hike”, “hiking”, “walk”, “walking”, “trek”, “trekking”, “ramble”, “rambling”.;yes
29;MaxEnt modelling of the potential distribution areas of cultural ecosystem services using social media data and GIS;10.1007/s10668-020-00692-3;10.1007/s10668-020-00692-3;Aesthetic;Enjoy the landscape;Physical and psychological experiences;16;Many people find beauty or aesthetic value in various aspects of ecosystems, as reflected in the support for parks, scenic drives and the selection of housing locations. Examples: Photos showing natural and cultural landscapes;yes
29;MaxEnt modelling of the potential distribution areas of cultural ecosystem services using social media data and GIS;10.1007/s10668-020-00692-3;10.1007/s10668-020-00692-3;Cultural heritage;Cultural heritage;Supporting identities;17;Many societies place high value on the maintenance of either historically important landscapes (“cultural landscapes”) or culturally significant species. Examples: Photos showing tangible and intangible values like landscapes, ancient or traditional buildings and objects;yes
29;MaxEnt modelling of the potential distribution areas of cultural ecosystem services using social media data and GIS;10.1007/s10668-020-00692-3;10.1007/s10668-020-00692-3;Recreational;Recreation;Physical and psychological experiences;16;People often choose where to spend their leisure time based in part on the characteristics of the natural or cultivated landscapes in a particular area. Examples: Photos showing people or without people but related to the recreational activities and recreational equipment;yes
29;MaxEnt modelling of the potential distribution areas of cultural ecosystem services using social media data and GIS;10.1007/s10668-020-00692-3;10.1007/s10668-020-00692-3;Spiritual and religious values;Spiritual significance;Supporting identities;17;Many religions attach spiritual and religious values to ecosystems or their components. Examples: Photos showing mosques or a praying area;yes
2;Advancing Sustainable Development and Protected Area Management with Social Media-Based Tourism Data;10.3390/su13052427;10.3390/su13052427;recreation and tourism;Recreation;Physical and psychological experiences;16;INVEST definition: Recreation and tourism are important components of many national and local economies and they contribute in innumerable ways to quality of life, sense of place, social connection, physical wellbeing, learning, and other intangibles.;does not provide definition
26;Landscape management and planning as a spatial organization method connecting CES supply-demand assessment and sustainable tourism development;10.1016/j.jort.2023.100705;10.1016/j.jort.2023.100705;Aesthetic;Enjoy the landscape;Physical and psychological experiences;16;The aesthetic enjoyment that people experienced (from different aspects of the ecosystem, such as scenery, sights, sounds, etc.). Examples: The photos showing natural and culture landscapes of the ecosystem;yes
26;Landscape management and planning as a spatial organization method connecting CES supply-demand assessment and sustainable tourism development;10.1016/j.jort.2023.100705;10.1016/j.jort.2023.100705;Historical and cultural;Cultural heritage;Supporting identities;17;Significant historical landscapes (natural and culture) maintained by the ecosystem or historical remains with significant cultural value. Examples: The photos showing tangible (buildings, cultural landscapes, species associated with local culture) or intangible cultural heritage (traditional customs, folklore);yes
26;Landscape management and planning as a spatial organization method connecting CES supply-demand assessment and sustainable tourism development;10.1016/j.jort.2023.100705;10.1016/j.jort.2023.100705;Leisure services ;Recreation;Physical and psychological experiences;16;Recreational services provided by ecosystems based on natural or seminatural landscapes. The photos of recreational activities (hiking, mountain-climbing);yes
42;Spatial and Temporal Dynamics and Value of Nature-Based Recreation, Estimated via Social Media;10.1371/journal.pone.0162372;10.1371/journal.pone.0162372;opportunities for nature-based recreation;Recreation;Physical and psychological experiences;16;These conserved lands consist of forests interspersed throughout a semi-natural, rural landscape, and popular recreation activities for both in- and out-of-state visitors include swimming, camping, hiking, hunting and fishing, fall foliage viewing, and snow sports (including alpine and nordic skiing, snowboarding, and snowshoeing);yes
39;Social media and deep learning capture the aesthetic quality of the landscape;10.1038/s41598-021-99282-0;10.1038/s41598-021-99282-0;aesthetic;Enjoy the landscape;Physical and psychological experiences;16;Natural scenes and attributes closely related to landscape aesthetics were also prominent such as “valley”, “mountain” and “natural”, as well as other recreation-related attributes such as “hiking”. ;yes
27;Linking modelling and empirical data to assess recreation services provided by coastal habitats: The case of NW Portugal;10.1016/j.ocecoaman.2017.12.022;10.1016/j.ocecoaman.2017.12.022;recreation and tourism;Recreation;Physical and psychological experiences;16;INVEST definition: Recreation and tourism are important components of many national and local economies and they contribute in innumerable ways to quality of life, sense of place, social connection, physical wellbeing, learning, and other intangibles. ;does not provide definition
25;How do urban park features affect cultural ecosystem services: Quantified evidence for design practices;10.1016/j.ufug.2022.127713;10.1016/j.ufug.2022.127713;Aesthetic value;Enjoy the landscape;Physical and psychological experiences;16;Many people find beauty or aesthetic value in various aspects of ecosystems, as reflected in the support for parks, ‘scenic drives,’ and the selection of housing locations.;yes
25;How do urban park features affect cultural ecosystem services: Quantified evidence for design practices;10.1016/j.ufug.2022.127713;10.1016/j.ufug.2022.127713;Recreation value;Recreation;Physical and psychological experiences;16;People often choose where to spend their leisure time based in part on the characteristics of the natural or cultivated landscapes in a particular area;yes
25;How do urban park features affect cultural ecosystem services: Quantified evidence for design practices;10.1016/j.ufug.2022.127713;10.1016/j.ufug.2022.127713;Social interaction value;Social relations;Supporting identities;17;Ecosystems influence the types of social relations that are established in particular cultures. Fishing societies, for example, differ in many respects in their social relations from nomadic herding or agricultural societies.;yes
19;Disparity in Perceptions of Social Values for Ecosystem Services of Urban Green Space: A Case Study in the East Lake Scenic Area, Wuhan;10.3389/fpubh.2020.00370;10.3389/fpubh.2020.00370;Aesthetic;Enjoy the landscape;Physical and psychological experiences;16;I enjoy the beautiful scenery, sights, delightful sounds, etc.;yes
19;Disparity in Perceptions of Social Values for Ecosystem Services of Urban Green Space: A Case Study in the East Lake Scenic Area, Wuhan;10.3389/fpubh.2020.00370;10.3389/fpubh.2020.00370;Biodiversity;Enjoy the fauna and flora;Physical and psychological experiences;16;It provides a variety of fish, wildlife, plant life, etc;yes
19;Disparity in Perceptions of Social Values for Ecosystem Services of Urban Green Space: A Case Study in the East Lake Scenic Area, Wuhan;10.3389/fpubh.2020.00370;10.3389/fpubh.2020.00370;Cultural;Cultural heritage;Supporting identities;17;It is a place for me to continue and pass down the wisdom and traditions, participate various cultural activities;yes
19;Disparity in Perceptions of Social Values for Ecosystem Services of Urban Green Space: A Case Study in the East Lake Scenic Area, Wuhan;10.3389/fpubh.2020.00370;10.3389/fpubh.2020.00370;Economic;Recreation (e.g. hunting, fishing);Physical and psychological experiences;16;"It provides timber, fisheries, minerals, and/or tourism opportunities such as outfitting and guiding.
";yes
19;Disparity in Perceptions of Social Values for Ecosystem Services of Urban Green Space: A Case Study in the East Lake Scenic Area, Wuhan;10.3389/fpubh.2020.00370;10.3389/fpubh.2020.00370;Future;Maintenance of options;Maintenance of options;18;It allows future generations to know and experience tradition, lifestyle right as them are now;yes
19;Disparity in Perceptions of Social Values for Ecosystem Services of Urban Green Space: A Case Study in the East Lake Scenic Area, Wuhan;10.3389/fpubh.2020.00370;10.3389/fpubh.2020.00370;Historic;Cultural heritage;Supporting identities;17;It has architectures and stories of natural and human history that matter to me, others, or the nation;yes
19;Disparity in Perceptions of Social Values for Ecosystem Services of Urban Green Space: A Case Study in the East Lake Scenic Area, Wuhan;10.3389/fpubh.2020.00370;10.3389/fpubh.2020.00370;Intrinsic;Intrinsic;Supporting identities;17;I value it in and of itself, whether people are present or not;yes
19;Disparity in Perceptions of Social Values for Ecosystem Services of Urban Green Space: A Case Study in the East Lake Scenic Area, Wuhan;10.3389/fpubh.2020.00370;10.3389/fpubh.2020.00370;Learning;Environmental education;Learning and inspiration;15;We can learn about the environment through scientific observation or experimentation;yes
19;Disparity in Perceptions of Social Values for Ecosystem Services of Urban Green Space: A Case Study in the East Lake Scenic Area, Wuhan;10.3389/fpubh.2020.00370;10.3389/fpubh.2020.00370;Life sustaining;Maintenance of options;Maintenance of options;18;It is the habitat of creatures and helps preserve, clean, and renew air, soil, and water;yes
19;Disparity in Perceptions of Social Values for Ecosystem Services of Urban Green Space: A Case Study in the East Lake Scenic Area, Wuhan;10.3389/fpubh.2020.00370;10.3389/fpubh.2020.00370;Recreation;Recreation;Physical and psychological experiences;16;It provides a place for my favorite outdoor recreation activities.;yes
19;Disparity in Perceptions of Social Values for Ecosystem Services of Urban Green Space: A Case Study in the East Lake Scenic Area, Wuhan;10.3389/fpubh.2020.00370;10.3389/fpubh.2020.00370;Spiritual;Spiritual significance;Supporting identities;17;It is a special place to me or because I feel reverence and relaxation here;yes
19;Disparity in Perceptions of Social Values for Ecosystem Services of Urban Green Space: A Case Study in the East Lake Scenic Area, Wuhan;10.3389/fpubh.2020.00370;10.3389/fpubh.2020.00370;Therapeutic;Psychological experiences;Physical and psychological experiences;16;It provides a wonderful place for exercising and makes me feel stress free, physically and/or mentally.;yes
37;Seasonal influences on preferences for urban blue-green spaces: Integrating land surface temperature into the assessment of cultural ecosystem service value;10.1016/j.scs.2024.105237;10.1016/j.scs.2024.105237;aesthetic and recreational values*;Enjoy the landscape;Physical and psychological experiences;16;City parks provide rich natural and humanistic landscapes to meet people's aesthetic needs. Example: Viewing of landscapes, flora and fauna, and other natural, attractive characteristics, Admiration of beautiful architecture;no
37;Seasonal influences on preferences for urban blue-green spaces: Integrating land surface temperature into the assessment of cultural ecosystem service value;10.1016/j.scs.2024.105237;10.1016/j.scs.2024.105237;aesthetic and recreational values*;Enjoy the fauna and flora;Physical and psychological experiences;16;City parks provide rich natural and humanistic landscapes to meet people's aesthetic needs. Example: Viewing of landscapes, flora and fauna, and other natural, attractive characteristics, Admiration of beautiful architecture;no
37;Seasonal influences on preferences for urban blue-green spaces: Integrating land surface temperature into the assessment of cultural ecosystem service value;10.1016/j.scs.2024.105237;10.1016/j.scs.2024.105237;aesthetic and recreational values*;Recreation;Physical and psychological experiences;16;Relaxed outdoor recreation (e.g., walking, crabbing, boating, fishing), Artistic creation in the environment (e.g., painting, taking personal portrait photographs);no
47;Using crowdsourced spatial data from Flickr vs. PPGIS for understanding nature's contribution to people in Southern Norway;10.1002/pan3.10083;10.1002/pan3.10083;Biological diversity;Enjoy the fauna and flora;Physical and psychological experiences;16;Areas that are important because they provide a variety of plants, wildlife and habitat.;yes
47;Using crowdsourced spatial data from Flickr vs. PPGIS for understanding nature's contribution to people in Southern Norway;10.1002/pan3.10083;10.1002/pan3.10083;Recreation value;Recreation;Physical and psychological experiences;16;Areas that are important for outdoor recreation activities (e.g. camping, walking, skiing, alpine snowmobiling, cycling, horse riding).;yes
