ID;Title;DOI;Authors;Extraccion de data de redes sociales;**Aborda aspectos relacionales?**;**Extracción de información de las redes sociales**;Intrumental/relational/intrinsic;CES relacionales;Consideraciones;Boundles Elicit;Seleccion de variables;Data extraction;Metrics variable;Relational;Intrinsec;Instrumental;Ethical considerations;Transparency;Accessibility;Replicability;Bundles
12;Harnessing artificial intelligence technology and social media data to support Cultural Ecosystem Service assessments;10.1002/pan3.10199;Lukas Egarter Vigl, | Thomas Marsoner, Valentina Giombini, Caroline Pecher, Heidi Simion, | Egon Stemle, Erich Tasser, Daniel Depellegrin, Lukas Egarter, Sarah Klain;The data extraction mechanism involves using Flickr's API to collect data, then applying an AI-based approach that combines computer vision (using Clarifai) to translate image content into natural language tags, and text mining (using Lexalytics) to semantically analyze and classify these tags. This process allows for the classification of images into different CES categories based on their visual-sensory attributes.;The paper does consider relational aspects of Cultural Ecosystem Services (CESs), including their cultural context, value pluralism, and provision in bundles. It also identifies hotspots and coldspots of CES flow, which implies consideration of spatial interactions and trade-offs.;"- The paper uses an AI-based approach combining computer vision with text mining to extract information from Flickr data.
- The Clarifai image annotation engine is used to automatically analyze and translate image content into natural language tags.
- A machine learning text analysis engine is used to semantically analyze and classify these tags using a concept matrix based on Wikipedia.
- The AI technology is used to screen and classify images, producing tags and analyzing semantic associations.
- The method is efficient and mitigates subjective interpretation, allowing for hotspot and activity identification.";multiple values;The paper mentions relational values in the context of CES, highlighting their importance in understanding how people relate to nature and others for a good quality of life.;"- Ethical considerations: Privacy, anonymity, trust, and demographic profiling challenges.
- Transparency: Need for best practices in AI use, low transparency in AI systems.
- Accessibility: Potential limitations in accessing photographs, costs of AI products, academic licenses available.
- Replicability: Use of online engines for baseline assessments.";The paper analyzes interactions between services/bundles/trade-off by identifying statistically significant hot and coldspots of aggregated CESs and using AI technology to assess CESs and identify areas for conservation or management.;The selection of variables was based on their theoretical relevance to the study's objectives, including natural geographic variables (terrain ruggedness index, land cover data) and human variables (distance to paths, villages, and points of interest). The specific criteria for selection are not explicitly mentioned in the paper.;"labelling by AI;text mining";no;yes;yes;yes;yes;yes;yes;yes;yes
408;How can urban green space be planned for a ‘happy city’? Evidence from overhead- to eye-level green exposure metrics;10.1016/j.landurbplan.2024.105131;;;;;;;;;;"text analysis;labelling by humman;labelling by AI";Correlation analysis;yes;no;yes;no;yes;yes;yes;no
266;How do urban park features affect cultural ecosystem services: Quantified evidence for design practices;10.1016/j.ufug.2022.127713;;;;;;;;;;"labelling by AI;labelling by humman";Variance Inflation Factor (VIF);yes;no;yes;no;yes;yes;yes;no
411;Identifying the spatiotemporal dynamics of forest ecotourism values with remotely sensed images and social media data: A perspective of public preferences;10.1016/j.jclepro.2022.130715;;;;;;;;;;text analysis;"Variance Inflation Factor (VIF);Pearson correlation";yes;no;yes;yes;yes;yes;yes;no
240;Landscape management and planning as a spatial organization method connecting CES supply-demand assessment and sustainable tourism development;10.1016/j.jort.2023.100705;Chang Li, Qifan Liang, Beiduo Lin, Jun Zhai;"- Data source: Geotagged photos from ""six-foot"" social media platform.
- Mechanism: Screening and filtering of photos to ensure relevance and accuracy.
- Analysis: Use of MaxEnt and kernel density analysis in ArcGIS to map CES supply and demand.
- No AI or image/text analysis mentioned; focus on spatial distribution based on photo locations.";The paper does consider relational aspects such as the interaction between different types of Cultural Ecosystem Services (CES), trade-offs, and bundles. It evaluates the balance between supply and demand, identifies imbalances, and proposes a multiscale allocation strategy, indicating a relational approach to understanding CES interactions.; ;instrumental;"- Aesthetic: 38.4% imbalance
- Cultural Heritage: 48.1% imbalance
- Recreation: 37% imbalance";The paper addresses ethical considerations by declaring no competing interests and making data available on request. It discusses limitations in social media data accessibility and representativeness, suggesting future improvements for replicability and accessibility.;The paper analyzes interactions between services/bundles/trade-off by discussing the trade-off between tourism protection and development, addressing imbalances in CES supply and demand, and finding new tourism value in imbalanced areas. It also emphasizes the spatial relationship between supply and demand in landscape management and planning.;The selection of variables is based on their potential impact on CES supply, integrating elements from nature, society, and human activities. Key factors include elevation, distance to CES sites, and vegetation coverage index, as determined by their contribution to the MaxEnt model.;geolocated photos;no;no;no;yes;yes;yes;yes;yes;no
260;Linking modelling and empirical data to assess recreation services provided by coastal habitats: The case of NW Portugal;10.1016/j.ocecoaman.2017.12.022;J Cunha, M Elliott, S Ramos;"The extraction of social media data involves using geotagged photographs from Flickr as a proxy for tourist visits. The InVEST Recreation model processes these photographs to estimate visit rates in terms of photo-userdays (PUD). The model does not analyze the content of the photographs but uses their geotagged location data. No human tagging or AI analysis of the photographs is mentioned; the focus is on the spatial data.";The paper considers relational aspects by integrating human activities with ecosystem services, discussing interactions between cultural practices and the natural environment, and emphasizing synergies between protection and recreation. It also highlights the importance of local assessments to understand specific relational dynamics within the study area.;"The paper uses geotagged photographs from Flickr as a proxy for tourist visits, calculating ""photo-userdays"" (PUD) to estimate visit rates. The extraction of information from social media involves using these photographs' spatial data without analyzing their content.";instrumental;"- Beaches: coefficient = 6.47E -02 (sub-region 1), coefficient = 5.04E -02 (sub-region 2), coefficient = 8.07 E -02 (sub-region 3)
- Protected Areas: positively correlated with visitor rates in all sub-regions";The paper addresses ethical considerations by acknowledging potential biases in using social media data. It emphasizes transparency by discussing limitations and potential underestimation of visitor numbers. Replicability is enhanced by combining modeling and empirical data. Accessibility is considered through the use of social media data to understand visitor preferences.;Not mentioned (the paper does not explicitly discuss bundles or trade-offs in the context of ecosystem services);The selection of variables was based on their association with natural coastal and estuarine ecosystems and their relevance to tourism in the study area. The selection process involved assessing correlation using Pearson correlation coefficient and Variance Inflation Factor (VIF) to address multicollinearity, with a significance level of p = .05 used for all analyses.;geolocated photos;"Pearson correlation;Variance Inflation Factor (VIF)";no;no;yes;yes;yes;yes;yes;no
170;Mapping and modeling the impact of climate change on recreational ecosystem services using machine learning and big data;10.1088/1748-9326/ac65a3;Daniel R Rondinel-Oviedo, Naomi Keena -, Anastasiya Shyrokaya, Gabriele Messori, Kyle Manley, Benis N Ego;The extraction of social media data is based on geolocated photographs from Flickr, using the InVEST recreation model to calculate photo-userdays (PUDs) as a proxy for recreational visitation. The process focuses on the number of unique users who took at least one photo in a grid cell, without analyzing the content of the photos or using text analysis.;The paper does address relational aspects by considering interactions between social, environmental, and climate variables that influence recreational ecosystem services. It examines how these factors interact to affect the suitability of areas for recreation, which implies an analysis of trade-offs and bundles of ecosystem services. The study aims to integrate socio-ecological systems into climate impacts research, indicating a relational approach.;"The paper uses geolocated photographs from Flickr as a proxy for recreational visitation. The InVEST recreation model calculates photo-userdays (PUDs) by counting unique users who have taken at least one photo in a grid cell. The method does not involve human tagging, AI image analysis, or text analysis; it relies solely on geolocation data.";multiple values;The paper discusses recreational ecosystem services as a form of cultural ecosystem service, highlighting their material and non-material benefits. It uses machine learning to model the impact of climate change on these services, indicating a relational analysis between climate variables and recreational ecosystem services. However, it does not provide specific relational values or metrics for these services.;The paper addresses transparency by including all data in the article or supplementary files. It validates the use of Flickr data as a proxy for recreational visitation, indicating transparency in methodology. The authors discuss uncertainties in assessing future impacts, which is an ethical consideration. They encourage future use of big data and machine learning, suggesting replicability and accessibility. However, explicit ethical considerations regarding social media data privacy or biases are not mentioned.;The paper analyzes interactions between services/bundles/trade-offs by assessing how climate change impacts recreational ecosystem services and identifying areas that are at risk, which involves understanding the interactions between different services and their management trade-offs.;The selection of variables was based on their importance as determined by the Gini coefficient in the random forest model. Variables with median importance values under 100 were excluded to minimize noise and overfitting. The final model included trail density, average maximum temperature, average wind speed, average precipitation, distance from major highways, the Koppen-Geiger climate classification, and distance from water bodies.;geolocated photos;Gini coefficient;yes;no;yes;yes;yes;yes;yes;no
542;Mapping multiple stakeholder-perceived cultural ecosystem services in coastal landscapes along the Maritime Silk Road;10.1080/01426397.2025.2501233;Weiwen You, Haiyun Xu, Mujie Ren, Jiaxuan Duan, Rouran Zhang, Thanasis Kizos, Orcid Weiwen;"- Mechanism: Geo-tagged social media photos from Rednote.
- Analysis: Deep learning-based image content analysis and natural language processing in Python.
- AI Usage: Yes, for image content analysis and machine learning (Random Forest algorithm).
- Human Tagging: Not mentioned.";The paper considers relational aspects by examining the interactions between different stakeholders' perceptions of CES, the contributions of various landscape features to CES intensity, and the integration of interests from multiple stakeholders. It addresses trade-offs by exploring the balance between conservation and development and potential conflicts between stakeholders.; ;instrumental;The paper mentions CES with relational values, particularly highlighting the importance of historic villages and cultural and creative parks in contributing to cultural heritage, education, artistic appreciation, and sense of place. These relational values are central to shaping human-environment relationships and fostering community-scale stewardship norms.; ;The paper analyzes interactions between services/bundles/trade-off by examining how different stakeholders perceive cultural ecosystem services and how these services interact with each other in terms of spatial distribution and contribution to overall landscape value.;The selection of variables is based on the feature importance calculated by the Random Forest model, informed by a POI framework derived from previous research and expert knowledge on cultural landscape features along the Maritime Silk Road.;"labelling by AI;labelling by humman";no;no;no;yes;yes;yes;yes;yes;no
215;MaxEnt modelling of the potential distribution areas of cultural ecosystem services using social media data and GIS;10.1007/s10668-020-00692-3;E Seda Arslan, Ömer K Örücü;The data extraction mechanism involves accessing Flickr using an API to obtain geographical coordinates and other relevant data. The photographs were categorized by the authors using the MEA (2005) ecosystem services classification, indicating human tagging and evaluation of the content.;The study considers relational aspects by examining overlapping outcomes for closely related CES, such as aesthetic and recreational values, and their relationship with natural and cultural assets. It uses GIS and MaxEnt to spatially model these interactions.;"The study uses geo-tagged photographs from Flickr, accessed via API, and manually evaluated by the authors for categorization according to CES. There is no mention of AI or image analysis; the process involves human evaluation and GIS integration.";multiple values (instrumental, relational); ;The paper addresses transparency through its methodology and data sources. It acknowledges ethical considerations by discussing potential biases and suggests ways to improve replicability. However, it does not provide detailed ethical considerations or replicability measures.;The paper analyzes interactions between services/bundles/trade-offs by identifying overlapping outcomes for closely related CES and their relationship with natural and cultural assets.;The selection of variables was based on geographical data from the Corine land use map and Open Street Map, with natural and cultural values selected for their relevance to the study area. The Jackknife method was used to evaluate the significance of each variable. The specific criteria for selection (e.g., expert judgment, correlation, VIF) are not explicitly mentioned.;labelling by humman;no;no;no;yes;no;yes;yes;no;no
191;Modelling cultural ecosystem services in agricultural dykelands and tidal wetlands to inform coastal infrastructure decisions: A social media data approach;10.1016/j.marpol.2023.105533;Qiqi Zhao, Yan Chen, Keshava Pallavi Gone, Emily Wells, Keahna Margeson, Kate Sherren;The extraction of data from social media involves text analysis of Instagram captions using the Bigram Language Model. Human assessment is used to associate bi-grams with specific CES categories. The SolVES model is then used to map these services. No image analysis or AI is mentioned for data extraction.;The paper considers relational aspects by highlighting the multifunctionality of both agricultural dykelands and tidal wetlands, where multiple services often overlap. It identifies specific services that are comparable or have higher supply capacities in each landscape, such as cultural heritage/diversity and social relations in dykelands, and sense of place and terroir in tidal wetlands. The paper also notes that aesthetics, inspiration and art, and recreation and tourism are comparable across both landscapes, suggesting a relational aspect where these services are interlinked.;The paper uses text analysis of Instagram captions to extract information about cultural ecosystem services. The process involves data preprocessing, using the Bigram Language Model for text analysis, and manual assessment to associate keywords with CES categories. Geographic coordinates are used for spatial mapping. No image analysis or AI is mentioned for extracting information from images.;multiple values (relational and intrinsic);"- Agricultural dykelands have a higher supply capacity for cultural heritage/diversity, education and knowledge systems, social relations and relational values.
- Tidal wetlands have a higher supply capacity for sense of place and terroir.
- Both landscapes are comparable in terms of aesthetics, inspiration and art, and recreation and tourism.
- Agricultural dykelands provide an average of 1.4 services per hectare, while tidal wetlands provide an average of 2.6 services per hectare.";The paper discusses limitations in social media data use, including privacy and policy changes affecting transparency and replicability. Biases due to demographic shifts and posting behaviors impact accessibility and ethical considerations. The authors declare no competing financial interests, addressing ethical considerations.;The paper analyzes interactions between services by comparing the delivery of cultural ecosystem services (CES) from agricultural dykelands and tidal wetlands. It identifies differences in service delivery capacities and highlights multifunctionality and overlap in service provision, indicating the presence of service bundles.;The selection of variables was based on their hypothesized association with cultural ecosystem services (CES) and included environmental and socioeconomic data such as Euclidean distance to roads, water bodies, vineyard, dykes, agricultural dykeland, tidal wetland, coast, population density, land use, landform, and elevation. The selection was informed by the capabilities and requirements of the SolVES model and processed using ArcGIS.;text analysis;no;yes;no;yes;yes;yes;yes;yes;no
168;POIs-based public preferences mapping on imbalanced supply-demand of recreation services can support sustainable coastal beach management;10.3389/fmars.2024.1288112;Tong Li, Zhiyuan Xiang, Yangfan Li, Agostino Tomasello, Mariangela Sciandra;The mechanism of data extraction from social media involves using Gooseeker to collect Weibo check-in data, focusing on the number of check-ins as a proxy for demand without analyzing the content of the check-ins.;The paper considers relational aspects by analyzing the balance or imbalance between the supply and demand of beach recreation services using quadrant analysis and coupling coordination degree. It identifies Weibo Check-ins and POIs Density as crucial determinants of balance and suggests a management strategy integrating factors like beach size and POIs, indicating a focus on interactions between different elements of CES.;The paper uses Weibo check-in data as a proxy for demand, collected using Gooseeker. It does not specify whether AI or human tagging is involved in the process, nor does it mention image or text analysis. The focus is on the number of check-ins as a proxy for demand.;instrumental;The paper discusses cultural ecosystem services (CES) in terms of recreation services on coastal beaches, focusing on supply-demand balance. CES are nonmaterial benefits from recreational activities. Supply is assessed through socioecological indicators, and demand is mapped using POIs density and Weibo check-in data. Infrastructure development is crucial for balancing supply and demand. Specific relational values are not explicitly mentioned in the text.;The paper addresses ethical considerations by declaring no commercial or financial conflicts of interest. It ensures transparency by stating that claims are solely those of the authors. Accessibility and replicability are enhanced by providing supplementary material online. However, it does not specifically address ethical considerations related to social media data use.;The paper analyzes interactions between services/bundles/trade-off by examining the balance between supply and demand of beach recreation services using quadrant analysis and coupling coordination degree. It identifies key components such as Weibo Check-ins and POIs Density as crucial determinants of this balance and discusses strategies for addressing imbalances, which involves considering trade-offs between different services or components.;The selection of variables is based on the Random Forest model, specifically using the %IncMSE metric to evaluate variable importance.;geolocated check-in;no;yes;no;yes;no;yes;yes;yes;no
444;Quantifying nature-based tourism in protected areas in developing countries by using social big data;10.1016/j.tourman.2018.12.005;;;;;;;;;;geolocated photos;no;no;no;yes;no;yes;yes;yes;no
62;Quantifying the visual-sensory landscape qualities that contribute to cultural ecosystem services using social media and LiDAR;10.1016/j.ecoser.2018.03.022;Derek B. Van Berkel, Payam Tabrizian, Monica A. Dorning, Lindsey Smart, Doug Newcomb, Megan Mehaffey, Anne Neale, Ross K. Meentemeyer;The paper uses georeferenced social media data, including photos and comments, for viewshed analysis. It evaluates photo-image content but does not specify if AI or human tagging is used for data extraction or analysis.;Yes, the paper considers relational aspects by focusing on how different landscape features interact to provide cultural ecosystem services, such as the importance of historical monuments and environmental features, and the evaluation of visual-sensory qualities. These interactions are implicit in the analysis of spatial and temporal determinants of perceived landscape values and the use of viewshed analysis.;The paper uses georeferenced social media data, including photos and comments, to evaluate visual-sensory qualities. It does not specify whether human tagging, AI, or specific image or text analysis techniques are used.;multiple values;The paper mentions CES with relational values such as rest, relaxation, inspiration, historical monuments, environmental features, and sensory experiences like sights, sounds, and smells.;The paper implies transparency and accessibility through the use of publicly available social media data. However, explicit ethical considerations and replicability are not mentioned.;The paper analyzes interactions between services/bundles/trade-off by examining how historical monuments, environmental features, and sensory qualities like sights, sounds, and smells contribute to the overall landscape value and cultural ecosystem services.;Not mentioned (the paper does not specify the criteria used for selecting variables);geolocated photos and text;no;yes*;no;yes;no;yes;yes;no;no
13;Quantifying wildlife watchers' preferences to investigate the overlap between recreational and conservation value of natural areas;10.1111/1365-2664.13274;Francesca Mancini, George M Coghill, David Lusseau, Yolanda Wiersma;The data extraction mechanism involves collecting metadata from Flickr photos, including user ID, date, geographic coordinates, and user tags. Human tagging is used to filter out irrelevant photos based on compiled keywords. The analysis relies on the quantity and location of photos to determine recreational value and popularity. No AI or image analysis is mentioned.;The paper considers relational aspects by discussing the overlap and trade-offs between recreational ecosystem services and conservation goals, highlighting the need for balance between access and conservation integrity.;The study uses human tagging from Flickr photos to extract data. It relies on user tags to filter out irrelevant photos and assumes that the number and spatial concentration of photos indicate recreational value. No AI or image analysis techniques are mentioned.;instrumental;The paper mentions cultural ecosystem services (CES) with relational values, specifically highlighting the role of recreation in supporting conservation efforts and generating income for protected areas. These relational values include the use of recreational ecosystem services to justify public spending on conservation and the role of tourism in generating income for protected areas.;The paper addresses transparency by using social media data as a reliable proxy for wildlife watching activities. It acknowledges limitations such as demographic biases and selective data sharing, indicating awareness of ethical considerations. The availability of scripts on Zenodo ensures replicability and accessibility. However, explicit ethical considerations regarding privacy or consent are not mentioned.;"The paper analyzes interactions between recreational and conservation services, highlighting a trade-off between these services. It does not explicitly mention ""bundles"" but discusses the interplay between different services, which aligns with the concept of analyzing interactions between services or trade-offs.";The selection of variables was based on a multi-step approach involving regression against aggregated variables, followed by a data mining approach using the MuMIn package to fit models with all possible combinations of explanatory variables. Model selection was based on AIC values, with averaging of coefficients across the best models (?AIC <5).;labelling by humman;Variance Inflation Factor (VIF);no;no;yes;yes;yes;yes;yes;no
188;Recreation and environmental quality of tropical wetlands: A social media based spatial analysis;10.1016/j.tourman.2018.10.018;Michael Sinclair, Andrea Ghermandi, Sheela A Moses, Sabu Joseph;"The data extraction mechanism involves using R scripts to interact with the Flickr API to extract metadata from geotagged photographs, focusing on photo-user-days (PUD) as a proxy for visitation. The analysis does not include human tagging or AI analysis of image content; it relies solely on metadata.";The paper considers relational aspects by exploring the impact of water quality improvement and wetland area restoration on visitation rates, indicating trade-offs between these environmental attributes and cultural services. It also discusses multiple uses of wetlands, suggesting consideration of bundles or trade-offs between different ecosystem services.;"The study uses geotagged photos from Flickr, extracting metadata such as user ID, photograph coordinates, and timestamps using R scripts. It does not involve human tagging or AI analysis of image content; instead, it focuses on photo-user-days (PUD) derived from metadata. Future research could potentially include automated image content analysis, but this was not part of the current study.";instrumental;"Not mentioned (the paper does not explicitly mention ""CES relacionales"" or provide specific relational values)";The paper addresses transparency by using publicly available social media data. It discusses limitations in understanding user demographics, affecting accessibility and replicability. Ethical considerations are raised about accessing user photograph content, highlighting privacy concerns. Despite limitations, the paper suggests potential for replicability and accessibility in research.;The paper analyzes interactions between services/bundles/trade-offs by exploring the impacts of water quality improvement and wetland area restoration on recreational visitation and economic returns, indicating a consideration of bundles or trade-offs between tourism, recreation, fisheries, aquaculture, and environmental protection.;The selection of variables is based on a forward mixed variable selection process, where variables are retained if their p-value is less than 0.05, indicating statistical significance as the criterion for selection.;geolocated photos;Forward mixed variable selection;no;no;yes;yes;yes;yes;yes;no
591;Recreational visits to urban parks and factors affecting park visits: Evidence from geotagged social media data;10.1016/j.landurbplan.2018.08.004;Sai Zhang, Weiqi Zhou;The data extraction mechanism involves using geotagged check-in data from Sina Weibo, facilitated by Weibo APIs. The process includes automated data collection using Python and manual filtering to ensure data accuracy. The analysis focuses on geotagged location data rather than content analysis.;No, the paper does not address relational aspects such as interactions between services, bundles, or trade-offs. It focuses on individual factors affecting park use.;The paper uses geotagged check-in data from Sina Weibo, collected through Weibo APIs and processed using Python. The data extraction method relies on automated retrieval of location information and manual filtering of non-park locations.;instrumental;"Not mentioned (the paper does not explicitly mention ""CES relacionales"" or provide specific relational values for CES)";The paper discusses transparency in data collection using Weibo APIs and notes accessibility issues with user representation. Ethical considerations include non-representative user demographics. Replicability is implied through use of public data, but not explicitly addressed.;The boundaries refer to the spatial limits of the parks as defined by Google Earth imagery, specifically within the 5th ring road of Beijing.;The selection of variables was based on expert criteria (previous studies) and correlation analysis. The authors also checked for multicollinearity using VIF.;geolocated sign-in;Variance Inflation Factor (VIF);no;no;yes;yes;yes;yes;yes;no
61;Revealing spatial and temporal patterns of outdoor recreation in the European Alps and their surroundings;10.1016/j.ecoser.2017.11.017;Uta Schirpke, Claude Meisch, Thomas Marsoner, Ulrike Tappeiner;"- Mechanism of data extraction: Metadata linked to photographs on Flickr.
- Use of human tagging: Visual content analysis for a subset of photographs.
- Use of AI or image analysis: Not mentioned.
- Use of text analysis: Not mentioned.
- Focus on metadata: Yes, including location, identification number, date taken, and photographer's identification number.";The paper primarily focuses on individual components of cultural ecosystem services (CES) such as recreation supply, demand, and flow. While it does not explicitly address bundles or trade-offs between different CES, it does consider relational aspects such as the interaction between supply, demand, and flow, and how these are influenced by landscape attributes and tourism infrastructure. The study also discusses management strategies that imply an understanding of trade-offs between recreational use and environmental conservation.;"- Mechanism: Metadata from Flickr's public API was used to retrieve geo-tagged photographs.
- Analysis: Visual content analysis was conducted on a subset of photographs to categorize them as recreational use.
- Limitations: Biases in social media use, reflecting touristic rather than everyday recreational activities.
- Future Directions: Suggested analysis of picture content and integration with surveys for deeper understanding.";multiple values (instrumental, relational, intrinsic);;The paper discusses ethical considerations related to social media data representativeness and biases. It acknowledges limitations and suggests integrating other platforms to reduce bias. Future research is recommended to analyze picture content and integrate with surveys for better understanding. Replicability and accessibility are not explicitly addressed.;The paper analyzes interactions between services and trade-offs in outdoor recreation by examining spatial and temporal patterns of supply, demand, and flow. It discusses the need for integrated management to balance these components and mitigate negative environmental impacts, which implies consideration of bundles or trade-offs between different aspects of outdoor recreation.;The selection of variables was based on their relevance to the study area, with a focus on reducing multicollinearity using ordinary least squares (OLS) regression and Variance Inflation Factor (VIF).;labelling by humman;"Variance Inflation Factor (VIF);ordinary least squares (OLS)";no;no;yes;yes;yes;no;no;no
546;Revealing youth-perceived cultural ecosystem services for high-density urban green space management: a deep learning spatial analysis of social media photographs from central Beijing;10.1007/s10980-025-02115-y;Haiyun Xu, Jiaxuan Duan, Mujie Ren, Guohan Zhao, Zhifeng Liu;The data extraction from social media involves collecting geo-tagged images from Little Red Book and using deep learning techniques with the Resnet model to classify these images into different CES categories. Human annotation is involved in labeling images for fine-tuning and validation. The process includes both automated and human-involvement in image recognition and classification.;The paper does consider relational aspects, such as interdependencies and synergies between UGSs and CESs, as well as bundles and trade-offs. It uses a random forest model to analyze these complex relationships and discusses how different landscape features contribute to various CESs.;"- Data source: Geo-tagged images from Little Red Book.
- Mechanism: Deep learning techniques for image classification.
- AI involvement: Yes, using Resnet model for image recognition.
- Analysis: Kernel density analysis for spatial clustering.
- Relationship analysis: Random forest model for landscape feature contributions.";multiple values;;The paper addresses ethical considerations by acknowledging limitations in social media data and suggesting improvements for transparency and replicability. It emphasizes accessibility through crowdsourced imagery and aims to improve urban planning inclusivity.;The paper analyzes interactions between services/bundles/trade-offs by examining how different urban green spaces (UGSs) contribute to various cultural ecosystem services (CESs) and how these services are bundled or traded off in terms of their contributions to CESs.;The selection of variables is based on the importance of landscape features in predicting cultural ecosystem services (CESs) using Mean Decrease Impurity (MDI) in a random forest analysis. The variables are categorized based on functional traits and contextual environment, addressing nonlinearity and spatial interdependencies.;"labelling by AI;labelling by humman";no;yes;yes;yes;yes;yes;yes;yes;no
11;Scale dependency in drivers of outdoor recreation in England;10.1002/pan3.10042;Laura J Graham |, Felix Eigenbrod, Laura J Graham, Helen Hoyle;The data extraction from social media involves using the Flickr API to access georeferenced metadata and filtering photographs based on keywords to identify relevant outdoor recreation activities. The process relies on text-based filtering rather than image analysis or AI techniques.;The paper does consider relational aspects by examining trade-offs and synergies between ecosystem services, particularly in the context of outdoor recreation. It analyzes interactions between supply and demand drivers at different scales and discusses trade-offs between agriculture and outdoor recreation. The study uses two proxies to measure different types of outdoor recreation, indicating a focus on relational aspects between these services.;The paper uses Flickr's API to access georeferenced metadata and filters photos using keywords related to outdoor recreation. The extraction process involves text-based filtering and keyword matching to identify relevant photos.;instrumental;"- Outdoor recreation is an ecosystem service (ES) that is culturally and economically important in England.
- The paper focuses on understanding the scale dependencies in the drivers of outdoor recreation.
- Destination recreation is closely related to ecological drivers, while day-to-day recreation is more related to social drivers.
- Trade-offs exist between agriculture and outdoor recreation.
- Land-cover diversity and protected area coverage are key drivers for destination recreation.
- Demand variables, particularly population density, increase in importance at coarser resolutions.
- The study uses Flickr photographs and MENE survey data as proxies for destination and day-to-day recreation, respectively.";The paper addresses transparency by making data and code available for replication. Ethical considerations include the declaration of no conflict of interest and discussions on biases in social media data. Accessibility is partially addressed through data availability. Replicability is supported by providing all necessary materials.;"The paper analyzes trade-offs and synergies between ecosystem services, particularly focusing on outdoor recreation in England. It does not explicitly mention ""bundles"" but discusses how different drivers at various scales affect these trade-offs and synergies.";The selection of variables was based on expert judgment, with demand variables including population density and distance to nearest major town/city, and supply variables including agricultural percentage, forest percentage, coastal percentage, land-cover diversity, elevation range, and protected area percentage.;"geolocated photos;text filtering";Expert knowledge;no;no;yes;no;yes;yes;yes;no
276;Seasonal influences on preferences for urban blue-green spaces: Integrating land surface temperature into the assessment of cultural ecosystem service value;10.1016/j.scs.2024.105237;Sitong Huang, Xiao Xiao, Tian Tian, Yue Che;The study used manual screening and grouping of photos from Meituan Dianping to extract data related to cultural ecosystem services. Photos were selected based on relevance and grouped by CES value types. GPS locators were used to determine photo coordinates. No AI or image analysis software was mentioned, and no text analysis was conducted due to limited access to personal information and detailed text data.;The paper considers relational aspects by discussing the influence of seasonal changes on CES provision, the spatial overlap and correlation between aesthetic and recreational values, and the synergy between these services. It also examines how different environmental variables contribute to CES values, indicating a consideration of bundles or trade-offs.;"The study used reviewed photos from Meituan Dianping, a social media platform, as data. The data collection involved screening out irrelevant photos and using GPS locators to determine photo coordinates. The study did not involve human tagging or AI analysis of photo content; it relied on photo presence and location to infer CES values.";multiple values (instrumental, relational);The paper mentions CESs with relational values by discussing their distribution across different parks and seasons, using the SolVES model to quantify and analyze these values, and referencing tables and figures that support this relational analysis.;The paper addresses ethical considerations by noting the privacy limitations of using social media data. It also discusses transparency and replicability by acknowledging data limitations and suggesting future improvements. Data accessibility is mentioned as data will be made available on request.;"The paper analyzes interrelated services (aesthetic and recreational values) and their spatial distribution across different seasons and parks, suggesting a bundle of services where these values are experienced together. However, it does not explicitly mention ""bundles"" or ""trade-offs.""";The selection of variables was based on available data from the park's official website, and Pearson correlation analysis was used to prevent multicollinearity. The Maxent model determined the contribution of each variable, which is a form of stepwise selection based on the model's performance.;geolocated photos;Pearson correlation;yes;no;no;yes;yes;yes;yes;no
146;Snapshots of Nature-Based Recreation Across Rural Landscapes: Insights from Geotagged Photographs in the Northeastern United States;10.1007/s00267-022-01728-2;Harrison Goldspiel, Brannon Barr, Joshua Badding, Diane Kuehn; ;The paper considers relational aspects by integrating multiple aspects of crowdsourced image data to understand human-environment interactions. It identifies tensions between accessibility and aesthetics for recreation, which can be seen as a trade-off between different CES. The study also considers multiple spatial scales, indicating an understanding of how CES interact across different areas.;The paper uses automated image analysis with Clarifai, which employs computer vision techniques like Deep Convolutional Neural Networks to tag images. The process involves AI-driven image analysis and is validated by comparing with human-generated captions.;instrumental;The paper mentions CES as essential public goods in rural areas, related to nature-based recreation and tourism. Eleven core themes were identified, with 70% of images depicting activities related to CES, including scenery, biota, and aquatic recreation.;The paper addresses transparency by noting all authors' contributions and approval. It discusses limitations and assumptions of social media data, highlighting concerns about replicability and accessibility due to changes in data ownership and storage policies. Cross-platform approaches are suggested for better accessibility and replicability.;The paper analyzes cultural ecosystem services (CES) as a bundle of services that include scenery, biota, and aquatic recreation, which are considered essential public goods in rural areas. It does not explicitly discuss trade-offs between different services or bundles.;The selection of variables was based on their ability to predict human engagement with nature using random forest models. The process also involved assessing potential collinearity among covariates using variance inflation factors (VIFs) and estimating variable importance using the Boruta algorithm.;labelling by AI;Variance Inflation Factor (VIF);no;no;yes;no;no;yes;yes;no
